,mean_abs_deviation,max_abs_deviation
cfqra,5.190324675324674,13.75
qra,5.54077922077922,15.42857142857143
cqr_cfqra,5.514740259740261,27.727272727272727
aci_cfqra,4.698181818181819,36.81818181818182
waci_cfqra,4.587467532467533,20.909090909090907
