,mean_abs_deviation,max_abs_deviation
cfqra,4.504632257094802,10.31890660592255
qra,4.255495865305624,11.685649202733487
cqr_cfqra,4.908912333076779,9.920364050056875
aci_cfqra,3.946602709125351,17.201365187713307
waci_cfqra,3.9730201797963645,7.986348122866886
