,mean_abs_deviation,max_abs_deviation
hqr,2.981077067800695,5.7858769931662835
qra,2.7708127635203597,7.15585893060296
cqr_hqr,3.1060767438666317,4.9886104783599166
aci_hqr,3.072537906764002,13.208191126279871
waci_hqr,2.6936749930678103,4.88054607508532
