,mean_abs_deviation,max_abs_deviation
cfqra,2.21623320829864,5.0
qra,2.02234866828087,5.0
cqr_cfqra,2.3385064935064928,5.0
aci_cfqra,2.53512987012987,21.704545454545453
waci_cfqra,2.2957792207792203,8.63636363636364
