,mean_abs_deviation,max_abs_deviation,std_empirical_coverage
cfqra,2.606326571350152,5.081967213114751,1.6497285486283961
qra,2.39457793747037,4.262295081967224,1.355415273957733
cqr_cfqra,2.3945779374703715,4.262295081967224,1.050275526030001
aci_cfqra,0.28807046435611383,0.6557377049180388,0.23737032841363798
waci_cfqra,2.0051089153379746,3.715846994535525,0.9001447675550023
