,mean_abs_deviation,max_abs_deviation
hqr,5.064195485607787,12.482915717539854
qra,4.789293849658313,13.84965831435079
cqr_hqr,4.9582211638020315,18.181818181818187
aci_hqr,4.519491613170429,24.999999999999993
waci_hqr,4.040588113481052,13.409090909090907
