,mean_abs_deviation,max_abs_deviation
hqr,3.4584023607372116,7.494305239179951
qra,3.2722095671981792,7.727272727272734
cqr_hqr,3.421800579830193,9.318181818181827
aci_hqr,3.073747152619588,20.909090909090907
waci_hqr,2.7613377510871815,7.5
