,mean_abs_deviation,max_abs_deviation
cfqra,0.860129870129868,3.5454545454545467
qra,0.9110389610389589,4.142857142857139
cqr_cfqra,0.7298051948051935,1.8571428571428612
aci_cfqra,1.5225324675324672,6.954545454545453
waci_cfqra,0.7403246753246734,1.8409090909090935
