,mean_abs_deviation,max_abs_deviation,std_empirical_coverage
hqr,1.2337188412306268,2.5409836065573757,0.9057796435160045
qra,1.0744317189410346,2.808219178082183,0.8579857277697588
cqr_hqr,1.9030553684157976,3.6338797814207595,0.7042551140936387
aci_hqr,0.19412630685929244,0.7377049180327759,0.24733088672096049
waci_hqr,1.5843251740399704,2.2677595628415332,0.5463574581302497
