,mean_abs_deviation,max_abs_deviation
cfqra,3.7846753246753253,8.295454545454547
qra,3.783506493506493,8.86363636363636
cqr_cfqra,3.5854545454545454,17.272727272727266
aci_cfqra,3.5342857142857134,33.18181818181818
waci_cfqra,3.1871428571428577,14.431818181818173
