,mean_abs_deviation,max_abs_deviation,std_empirical_coverage
hqr,4.151383586595804,10.163934426229503,2.4478024647945538
qra,4.30621054470145,9.344262295081961,2.7323895203846345
cqr_hqr,2.93984080644759,7.704918032786878,1.9521693636511495
aci_hqr,0.48275819048332025,1.038251366120221,0.3856702477304171
waci_hqr,2.1588130349078054,4.153005464480884,1.0372138542014666
