,mean_abs_deviation,max_abs_deviation
hqr,1.8498136260095273,4.088838268792713
qra,1.6903603230482525,3.4090909090909065
cqr_hqr,2.2006626630772437,4.316628701594539
aci_hqr,2.1812745910126337,13.181818181818173
waci_hqr,1.9502484986539692,4.0909090909090935
