,mean_abs_deviation,max_abs_deviation
hqr,1.6234979177518496,3.177676537585427
qra,1.5776029397664033,3.4072810011376617
cqr_hqr,1.9960272726565975,3.177676537585427
aci_hqr,2.0451538168502736,7.855517633674623
waci_hqr,1.6327131939639414,3.521046643913536
