,mean_abs_deviation,max_abs_deviation
aci_qra,2.797402597402597,9.545454545454547
waci_qra,2.831363636363636,10.285714285714278
aci_cfqra,3.7382467532467523,12.954545454545453
waci_cfqra,2.801038961038962,12.0
