,mean_abs_deviation,max_abs_deviation
aci_qra,1.458904109589041,4.155251141552512
waci_qra,1.011415525114154,1.6666666666666572
aci_cfqra,1.9611872146118698,5.867579908675793
waci_cfqra,1.0479452054794536,1.986301369863014
