,mean_abs_deviation,max_abs_deviation
aci_qra,1.845454545454546,6.931818181818173
waci_qra,1.7017532467532464,5.285714285714292
aci_cfqra,2.1995454545454556,11.57142857142857
waci_cfqra,1.3961688311688318,7.0
