,mean_abs_deviation,max_abs_deviation
aci_qra,2.6255707762557066,6.757990867579906
waci_qra,2.095890410958904,5.3881278538812865
aci_cfqra,2.890410958904109,7.397260273972606
waci_cfqra,2.15753424657534,4.657534246575338
