,mean_abs_deviation,max_abs_deviation
aci_qra,1.5479452054794542,4.132420091324207
waci_qra,1.114155251141554,3.4474885844748826
aci_cfqra,1.901826484018266,5.273972602739718
waci_cfqra,1.1347031963470335,2.990867579908681
