,mean_abs_deviation,max_abs_deviation
aci_qra,1.4794520547945182,3.5616438356164366
waci_qra,0.981735159817353,1.735159817351601
aci_hqr,1.7716894977168949,3.5616438356164366
waci_hqr,0.9132420091324178,1.9634703196346948
