,mean_abs_deviation,max_abs_deviation
aci_qra,2.029680365296804,5.753424657534239
waci_qra,1.3493150684931507,2.922374429223737
aci_cfqra,2.2305936073059356,5.981735159817362
waci_cfqra,1.5319634703196336,3.9269406392694037
