,mean_abs_deviation,max_abs_deviation
aci_qra,2.095890410958904,5.273972602739718
waci_qra,1.8264840182648385,5.045662100456624
aci_hqr,2.4474885844748853,6.369863013698634
waci_hqr,1.9292237442922358,3.2191780821917746
