,mean_abs_deviation,max_abs_deviation
aci_qra,2.606298701298702,8.75
waci_qra,1.915909090909092,5.428571428571431
aci_cfqra,2.9191558441558443,9.88636363636364
waci_cfqra,1.9037662337662353,6.0
