full_date,date,hour,real,pred1,pred2,pred3,pred4
2023-05-16 19:00:00,2023-05-16,19.0,20.0,15.56230640411377,17.657527923583984,18.819383930601525,22.00861514128394
2023-05-16 20:00:00,2023-05-16,20.0,46.0,58.94537734985352,57.99348831176758,47.79417357879896,51.65592063477834
2023-05-16 21:00:00,2023-05-16,21.0,74.11,97.4048309326172,93.3005142211914,89.13813872089543,92.2836241515006
2023-05-16 22:00:00,2023-05-16,22.0,99.25,105.6387939453125,102.71908569335938,98.9754732891598,102.67185989682125
2023-05-16 23:00:00,2023-05-16,23.0,74.5,95.75609588623048,100.01433563232422,91.60351503820549,91.33138653469581
2023-05-17 00:00:00,2023-05-16,24.0,65.51,81.07310485839844,82.85879516601562,75.52972632047187,78.5804244336593
2023-05-17 01:00:00,2023-05-17,1.0,71.05,62.37594985961914,55.244258880615234,56.40043197926616,59.688818647269756
2023-05-17 02:00:00,2023-05-17,2.0,51.38,55.75588607788086,50.5526237487793,51.76049902459437,52.19869673365433
2023-05-17 03:00:00,2023-05-17,3.0,45.6,45.52388381958008,43.84196090698242,44.498149726685625,44.84582610905238
2023-05-17 04:00:00,2023-05-17,4.0,45.4,42.51765823364258,42.326419830322266,43.62432402447264,47.60858381537225
2023-05-17 05:00:00,2023-05-17,5.0,43.21,40.43509292602539,41.00014114379883,41.51991981512286,37.54852312131165
2023-05-17 06:00:00,2023-05-17,6.0,43.99,43.63481521606445,44.0855598449707,43.256528164969325,43.83428240337409
2023-05-17 07:00:00,2023-05-17,7.0,65.3,61.255489349365234,57.46830368041992,55.16191652557712,54.10097096769643
2023-05-17 08:00:00,2023-05-17,8.0,67.81,69.58385467529297,69.1987075805664,63.259269014375214,61.60639333162419
2023-05-17 09:00:00,2023-05-17,9.0,58.0,65.5799560546875,63.83669662475586,59.3933738219253,54.47132905473123
2023-05-17 10:00:00,2023-05-17,10.0,44.0,33.44923782348633,33.09415054321289,37.98236898026672,38.16047726766446
2023-05-17 11:00:00,2023-05-17,11.0,35.0,9.125675201416016,22.08533096313477,34.35295454605286,35.66774539053344
2023-05-17 12:00:00,2023-05-17,12.0,25.0,3.854603290557861,9.567150115966797,21.16273050571944,18.278022095001393
2023-05-17 13:00:00,2023-05-17,13.0,27.37,3.0378308296203613,11.860332489013672,28.419809106959853,26.168531417344077
2023-05-17 14:00:00,2023-05-17,14.0,33.91,5.079098224639893,13.961238861083984,29.80913779156025,29.51928066012923
2023-05-17 15:00:00,2023-05-17,15.0,26.78,4.481266498565674,11.368274688720703,22.264680670916174,31.04494789279046
2023-05-17 16:00:00,2023-05-17,16.0,18.16,1.714466571807861,6.77476167678833,9.504839954704629,11.952286101041032
2023-05-17 17:00:00,2023-05-17,17.0,34.41,3.2157559394836426,9.532154083251951,12.12262917618527,14.428633499600101
2023-05-17 18:00:00,2023-05-17,18.0,40.0,7.928486347198486,21.965953826904297,23.71184146932741,17.962607362875953
2023-05-17 19:00:00,2023-05-17,19.0,35.01,18.066783905029297,32.50508499145508,21.04119099094696,19.584884788546592
2023-05-17 20:00:00,2023-05-17,20.0,50.0,46.684329986572266,48.21548843383789,40.02850694025685,43.88876714129409
2023-05-17 21:00:00,2023-05-17,21.0,73.27,71.98917388916016,70.02527618408203,65.98493923853829,65.02136800942915
2023-05-17 22:00:00,2023-05-17,22.0,99.25,89.7568130493164,95.54938507080078,87.15495989862346,92.197590672532
2023-05-17 23:00:00,2023-05-17,23.0,87.0,75.71734619140625,78.41741180419922,71.71833337888161,70.93101605691996
2023-05-18 00:00:00,2023-05-17,24.0,69.0,67.08313751220703,63.568058013916016,61.91136295934004,59.4764800482197
2023-05-18 01:00:00,2023-05-18,1.0,66.3,65.67415618896484,60.515438079833984,64.56121792423569,68.03138791403958
2023-05-18 02:00:00,2023-05-18,2.0,56.0,56.54840469360352,48.42689895629883,54.128083190378106,58.12360010569883
2023-05-18 03:00:00,2023-05-18,3.0,53.87,52.8829231262207,46.45681381225586,52.75916116823538,51.33840024091658
2023-05-18 04:00:00,2023-05-18,4.0,53.87,56.93500900268555,49.67193222045898,55.03228436705942,58.02032509223273
2023-05-18 05:00:00,2023-05-18,5.0,66.0,59.91997909545898,54.2557487487793,59.13158863557052,57.74769161816728
2023-05-18 06:00:00,2023-05-18,6.0,67.22,63.1910514831543,58.86887741088867,62.12964732949544,61.9559925548312
2023-05-18 07:00:00,2023-05-18,7.0,69.07,73.27352905273438,72.77332305908203,73.91189585457913,78.31394023247523
2023-05-18 08:00:00,2023-05-18,8.0,87.77,79.9263916015625,80.08201599121094,76.55937692016029,72.91266370103088
2023-05-18 09:00:00,2023-05-18,9.0,72.37,73.61566162109375,74.5697250366211,69.58476012035696,71.59734792292048
2023-05-18 10:00:00,2023-05-18,10.0,49.99,59.26594161987305,51.760684967041016,51.239065307833656,52.43725778013767
2023-05-18 11:00:00,2023-05-18,11.0,40.8,43.10988998413086,34.69098281860352,37.18999167286469,36.90019429648257
2023-05-18 12:00:00,2023-05-18,12.0,35.0,26.327152252197266,27.87479019165039,37.96441584014816,39.02499317476273
2023-05-18 13:00:00,2023-05-18,13.0,29.99,14.756595611572266,21.493000030517575,37.68963258260731,36.29534366164082
2023-05-18 14:00:00,2023-05-18,14.0,22.33,12.110942840576172,13.44131851196289,25.824607803024712,26.918086423756474
2023-05-18 15:00:00,2023-05-18,15.0,20.0,9.241954803466797,8.993549346923828,18.469003567696404,18.93264770734424
2023-05-18 16:00:00,2023-05-18,16.0,20.0,6.177768230438232,6.409053325653076,12.445354127325906,6.345703285093267
2023-05-18 17:00:00,2023-05-18,17.0,15.0,10.126705169677734,12.02170181274414,16.72217138661884,9.027592472731481
2023-05-18 18:00:00,2023-05-18,18.0,20.3,15.944583892822266,19.03231430053711,25.30669311642748,25.64126284120699
2023-05-18 19:00:00,2023-05-18,19.0,28.0,22.605037689208984,28.653636932373047,29.59019996754875,32.16141001497316
2023-05-18 20:00:00,2023-05-18,20.0,41.05,47.17238998413086,43.83566665649414,46.77738573037772,45.38947093241091
2023-05-18 21:00:00,2023-05-18,21.0,70.12,78.7653579711914,82.02461242675781,75.62071098218016,81.32127728593203
2023-05-18 22:00:00,2023-05-18,22.0,94.94,99.97676849365234,97.57437133789062,96.2291762999685,95.60338898063587
2023-05-18 23:00:00,2023-05-18,23.0,88.25,92.44190216064452,91.4602508544922,85.81337762017837,87.01543621640374
2023-05-19 00:00:00,2023-05-18,24.0,73.96,78.94708251953125,78.7449951171875,74.17189569364709,76.02870422258678
2023-05-19 01:00:00,2023-05-19,1.0,76.88,71.29647064208984,75.47026062011719,70.81830369583918,78.87711881391671
2023-05-19 02:00:00,2023-05-19,2.0,73.54,63.97306823730469,67.53813171386719,64.4255731440817,67.26602008560342
2023-05-19 03:00:00,2023-05-19,3.0,70.58,61.99824905395508,63.44156265258789,60.57168474517741,59.67880799833495
2023-05-19 04:00:00,2023-05-19,4.0,71.98,60.31003189086914,62.23555374145508,61.20426395179711,56.523987228137415
2023-05-19 05:00:00,2023-05-19,5.0,69.07,61.99631881713867,65.3412094116211,63.32780327961588,65.03823263312812
2023-05-19 06:00:00,2023-05-19,6.0,71.16,64.31724548339844,69.80306243896484,66.12701548346341,62.916952897171136
2023-05-19 07:00:00,2023-05-19,7.0,73.23,72.77880096435547,76.94789123535156,73.04326437107596,72.759494624884
2023-05-19 08:00:00,2023-05-19,8.0,76.48,82.45744323730469,86.14317321777344,80.40399415579265,79.90407295374558
2023-05-19 09:00:00,2023-05-19,9.0,69.58,71.73171997070312,77.33203125,71.06520116055762,76.79166523878183
2023-05-19 10:00:00,2023-05-19,10.0,46.07,47.72835159301758,52.84488296508789,51.44096098103995,51.8770718312868
2023-05-19 11:00:00,2023-05-19,11.0,42.77,32.844905853271484,31.57697486877441,32.02475907487355,33.8175227051341
2023-05-19 12:00:00,2023-05-19,12.0,40.0,22.83884620666504,20.154115676879883,22.54816690178923,21.52175912351231
2023-05-19 13:00:00,2023-05-19,13.0,42.77,22.000871658325195,17.843233108520508,20.362736951340477,21.062158605511602
2023-05-19 14:00:00,2023-05-19,14.0,42.77,25.40947151184082,17.97222328186035,21.16118949382113,19.07219060104363
2023-05-19 15:00:00,2023-05-19,15.0,30.87,22.60611915588379,15.477816581726074,18.35683450593672,24.216216944592233
2023-05-19 16:00:00,2023-05-19,16.0,30.87,19.304903030395508,13.569979667663574,15.854743412001008,16.32921523785933
2023-05-19 17:00:00,2023-05-19,17.0,30.87,17.91263771057129,14.866557121276855,15.619019154692737,13.76864760089326
2023-05-19 18:00:00,2023-05-19,18.0,39.47,19.69050025939941,18.41179084777832,17.22874467872878,16.76884391753131
2023-05-19 19:00:00,2023-05-19,19.0,43.17,21.22830390930176,25.77226448059082,25.138173138358223,21.996211224613674
2023-05-19 20:00:00,2023-05-19,20.0,47.97,38.89900588989258,43.57722854614258,41.56251275915188,39.93054599246553
2023-05-19 21:00:00,2023-05-19,21.0,80.49,68.09444427490234,73.92054748535156,65.9347142667646,62.98136986294936
2023-05-19 22:00:00,2023-05-19,22.0,95.0,89.16173553466797,94.37274169921876,90.02677835218469,91.77503444848912
2023-05-19 23:00:00,2023-05-19,23.0,95.17,83.50189208984375,90.19142150878906,81.5885722371633,81.64461883615108
